201207,939.73,-599376.7402,10152792.0
201206,1219.45,-574590.4423,10348895.7
201205,983.04,-404322.195,9723730.8
201204,1028.14,-47981.0459000601,9401897.7
201203,869.77,-55786.45423,9351915.4
201202,734.08,-7102.431054,8924215.3
201201,731.82,66025.50667,8801760.7
201112,1185.98,-632429.0,9371628.3
201111,1130.18,-91886.9830511203,8450232.7
201110,832.97,124027.64701924,8320855.8
201109,1227.9,171058.9689221,8192724.6
201108,1254.81,186298.806985931,7813107.4
201107,1065.68,84743.5662952,7865711.7
201106,1022.72,57753.9252574602,7691618.0
201105,948.79,48361.0357312204,7200891.9
201104,916.85,49347.2303162501,6923690.3
201103,798.47,83229.3354068001,6677277.5
201102,474.74,-2179.4589554999,6570155.5
201101,556.77,-27267.3741973,6396414.7
201012,686.8,41779.0246179448,6245632.8
201011,611.88,71044.6319739008,5568197.8
201010,553.46,47074.7188904993,5540014.3
201009,497.62,-19665.777307,5264469.8
201008,551.11,-32883.0193012997,5020957.8
201007,542.76,-129404.2848172,4943297.9
201006,625.1,-167507.1377161,4938693.5
201005,487.6,-169760.09681584,4669159.1
201004,476.02,-190157.65146013,4601484.8
201003,468.61,-109201.531275,4481593.0
201002,312.11,-51392.8781369,4499643.1
201001,295.47,-65457.6716408,4338748.8
200912,432.6,-328613.8,4089955.1
200911,398.34,-361941.90492009,3954798.4
200910,413.97,-336057.50661423,3860509.0
200909,426.33,-332507.75696797,3814420.7
200908,343.01,-334503.0032414,3717796.3
200907,353.11,-281590.9145296,3695146.7
200906,368.69,-261265.42211741,3603692.8
200905,305.11,-191777.58474606,3415379.8
200904,265.72,-143512.95318076,3401715.8
200903,278.0,-106925.62669418,3526959.6
200902,148.33,-112240.88448485,3493696.0
200901,289.84,-28709.1726706,3346857.1
200812,484.65,-305664.0,3356758.0
200811,471.3,-162943.52507705,3311048.2
200810,439.01,-70748.91387054,3334792.1
200809,603.45,-3081.3923112997,3427376.6
200808,495.28,3651.4163691998,3397405.2
200807,542.98,24262.2295901699,3419691.4
200806,596.57,-4827.7199925999,3281298.7
200805,510.13,7603.11420274,3221807.6
200804,456.6,48746.7978403501,3123154.5
200803,369.46,57348.3679464201,3053600.3
200802,394.11,55273.4713906301,2965154.7
200801,415.47,38429.39552937,2815418.0
200712,585.79,102021.4,2858260.99
200711,377.36,184503.15895979,2693160.55
200710,356.56,186238.7885646,2701510.76
200709,350.89,357716.6,2585453.54
200708,353.0,211256.486694873,2534945.14
200707,329.36,120209.555457698,2419838.59
200706,354.67,97907.8672323701,2356080.19
200705,311.69,48569.99683958,2308356.21
200704,283.77,65504.171824117,2216252.69
200703,219.82,72761.077468996,2094192.64
200702,208.07,82552.18746417,2001116.51
200701,278.33,74311.12621972,1924240.47
200612,311.32,123401.82633204,1899378.47
200611,309.53,297145.71779268,1834197.05
200610,250.71,278259.54168859,1825460.19
200609,305.39,259441.69055299,1814490.26
200608,318.49,217406.1344848,1768717.01
200607,282.97,163945.02425778,1763126.18
200606,281.26,133780.7,1694892.72
200605,251.92,92554.84622388,1627043.11
200604,207.54,43154.731189,1502203.36
200603,193.74,35307.743032,1440807.08
200602,145.22,-22803.6,1377828.21
200601,118.93,-178.96861,1365312.85
200512,310.52,73261.1911409699,1371222.16
200511,221.38,100543.943048,1277003.63
200510,246.01,91058.813955,1240308.01
200509,195.23,95520.9,1231427.84
200508,172.9,67043.65779987,1198629.64
200507,216.96,62045.04686228,1136017.06
200506,217.29,41587.1498329999,1123948.52
200505,153.69,1679.23836678,1083781.24
200504,131.91,-9584.65204834,1061922.37
200503,164.49,-9757.67437432,1043450.97
200502,92.15,-3990.3,1028626.6
200501,118.63,6045.9845985476,977839.36
200412,242.65,-39372.8,892317.24
200411,154.63,8195.6,952570.69
200410,181.35,-4954.7,931673.81
200409,170.64,5946.9,896992.97
200408,191.13,12930.2,898451.96
200407,162.81,4554.4,866341.89
200406,159.8,14753.5,860148.72
200405,167.3,-1440.6,839302.01
200404,142.89,-3667.7,833572.08
200403,137.48,4597.8,814618.22
200402,91.88,-4362.5,
200401,85.86,2108.1,
200312,170.56,-53021.9,
200311,134.45,-40143.2,
200310,115.26,-33785.3,
200309,127.92,-28411.1,
200308,135.12,-25395.3,
200307,144.92,-21408.99,
200306,114.24,-32465.8,
200305,114.1,-23079.4,
200304,75.85,-28718.2,
200303,91.33,-19534.1,
200302,82.6,-12430.6,
200301,99.98,-4130.0,
200212,148.12,-71590.3,
200211,108.27,-46228.4,
200210,119.72,-54901.1,
200209,91.57,-45842.396,
200208,120.6,-42930.8,
200207,97.86,-45435.8,
200206,110.52,-45369.7,
200205,94.81,-30088.6,
200204,93.06,-11026.4,
200203,78.36,-13210.6,
200202,78.91,-14099.9,
